iteration,avg_val_score,retrained_test_score,cv_ensembled_test_score,post_hoc_surrogate_incumbent_iteration,post_hoc_surrogate_incumbent_mean,dataset_id,repetition,outer_fold,optimizer,metric,problem_type,model,mitigation,reshuffling,inner_split,selection_set_size,random_state,outer_n_folds,outer_n_repeats,experiment_source,raw_experiment_id,experiment_id,normalized_avg_val_score,normalized_retrained_test_score,normalized_cv_ensembled_test_score
175,0.23027239269184763,0.24495008126306017,0.23981045655064692,171,-0.7744062542915344,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.13017837874174648,0.07352071005917196,0.05196954650777857
176,0.22747448288746486,0.24579437279692684,0.2386706629799269,171,-0.7743404507637024,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.1216453542482083,0.07647928994082885,0.04839457133399487
177,0.22925719966444613,0.24850665934947347,0.23636996855014036,171,-0.7741796374320984,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12708225786075292,0.08598372781065146,0.041178417742469116
178,0.23112810495350722,0.24665977161914,0.23627498575258032,171,-0.7739599943161011,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.13278811751056754,0.0795118343195265,0.04088050314465369
179,0.22653359197352485,0.24719800747198006,0.23781581780188688,171,-0.7739496231079102,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11877583886861272,0.08139792899408303,0.0457133399536571
180,0.22577788344378735,0.2473774194229268,0.23756253034172692,180,-0.7740931510925293,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11647109002212575,0.08202662721893533,0.04491890102614977
181,0.22744773237846794,0.24699748823268675,0.2368765434704604,180,-0.7740767002105713,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12156377093622027,0.08069526627218958,0.042767295597484135
182,0.2365126624269701,0.23921945247694032,0.2390611478143403,180,-0.7740997076034546,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.14920986232019298,0.05343934911242639,0.04961933134723575
183,0.2378039112824062,0.2418367562319269,0.23612723473415365,180,-0.7740595936775208,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.15314789423724398,0.06261094674556246,0.040417080436940964
184,0.22815666267049506,0.24687084450260677,0.23790024695527368,180,-0.773986279964447,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12372585619593904,0.08025147928994113,0.045978152929493345
185,0.22752709082837186,0.2460898748337801,0.23797412246448713,180,-0.7740226984024048,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12180579717871695,0.07751479289940846,0.046209864283350055
186,0.22717885917040825,0.24738797306710003,0.23719315279566033,180,-0.7740362286567688,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12074376534975155,0.08206360946745572,0.0437603442568683
187,0.22571159812230357,0.24754627772969995,0.23754142305338033,180,-0.7740602493286133,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11626893401591812,0.08261834319526609,0.04485269778219106
188,0.5,0.5,0.5,180,-0.7741137146949768,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.9527896995708156,0.9672707100591715,0.8680569347898045
189,0.2267015379699513,0.24743018764379343,0.23698207991219356,180,-0.7740343809127808,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11928803811779998,0.0822115384615388,0.04309831181727839
190,0.23774028999087093,0.25957743208729966,0.2492559680857801,180,-0.7740141749382019,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.1529538629506991,0.12477810650887568,0.08159549817941078
191,0.23180576994683866,0.25096565844186003,0.23978934926230022,180,-0.7740210294723511,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.13485485031855604,0.09460059171597675,0.051903343263819506
192,0.2271597986251781,0.2461109821221268,0.2386917702682736,180,-0.7738806009292603,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12068563477704534,0.07758875739644999,0.04846077457795393
193,0.23967553103313655,0.2333410726723938,0.23342550182578048,180,-0.7738977074623108,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.15885593284183191,0.03284023668639083,0.03194306521019515
194,0.22839330529654,0.2469025054351267,0.23724592101652697,180,-0.7738425731658936,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12444756542369671,0.08036242603550305,0.0439258523667656
195,0.2269492300497411,0.24689195179095336,0.23779471051354029,187,-0.773796558380127,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12004344580835208,0.08032544378698227,0.04564713670969839
196,0.22730705183548627,0.24623762585220677,0.237689174071807,187,-0.7737703323364258,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12113472546908391,0.07803254437869846,0.045316120489903786
197,0.2356818423139011,0.2447812229562868,0.24250163581484685,187,-0.7737506628036499,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.14667603926291042,0.07292899408284043,0.0604104601125452
198,0.23940658561884431,0.2389133967959136,0.24036979969183359,187,-0.7738064527511597,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.15803570704184883,0.052366863905325634,0.05372393247269088
199,0.23112619718883654,0.24268104776579347,0.23786858602275363,187,-0.7737508416175842,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.1327822992377135,0.06556952662721896,0.04587884806355475
200,0.22673025894903132,0.2473352048462335,0.23779471051354029,187,-0.7737707495689392,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11937563094069381,0.08187869822485265,0.04564713670969839
201,0.22559432759998121,0.24815838909175336,0.23745699389999364,180,-0.7738710641860962,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11591128408818308,0.08476331360946762,0.044587884806355164
202,0.23847390911393895,0.23745699389999364,0.2370770627097536,180,-0.7738776803016663,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.1551912438470602,0.0472633136094676,0.043396226415093817
203,0.22531963038921665,0.2472507756928468,0.2367921143170737,203,-0.7741255760192871,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11507351654325047,0.08158284023668688,0.04250248262164824
204,0.23064480013656863,0.24610042847795344,0.23977879561812687,203,-0.7739906907081604,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.13131414153238485,0.07755177514792923,0.051870241641839974
205,0.22910886526081387,0.24623762585220665,0.23730924288156696,203,-0.7739757299423218,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12662986976109158,0.07803254437869807,0.04412446209864244
206,0.23546505260148043,0.23925111340946026,0.23911391603520693,203,-0.7739848494529724,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.1460148771614249,0.05355029585798831,0.04978483945713305
207,0.23234001816100758,0.24401080693163357,0.24041201426852687,203,-0.7739851474761963,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.13648419272623172,0.07022928994082892,0.05385633896060866
208,0.23291881192016972,0.23861789475906026,0.23801633704118041,203,-0.773999035358429,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.1382493894870069,0.05133136094674564,0.046342270771267825
209,0.2342246521350736,0.2450450640606202,0.2435781075205269,203,-0.7739601731300354,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.14223192191924164,0.0738535502958585,0.06378682555445206
210,0.22631443085641378,0.24701859552103345,0.23688709711463363,203,-0.7739852666854858,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11810744449170661,0.08076923076923112,0.04280039721946331
211,0.2285227672711797,0.24595267745952687,0.23702429448888718,203,-0.7739802002906799,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12484239666480818,0.07703402366863962,0.04323071830519721
212,0.23695736921228083,0.24166789792515353,0.24021149502923356,203,-0.7739508152008057,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.15056612258475008,0.06201923076923092,0.05322740814299863
213,0.22717067516399747,0.24615319669882008,0.2383646072989002,203,-0.7739601731300354,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12071880588642321,0.07773668639053269,0.047434624296589886
214,0.2277997244610166,0.24562551449015357,0.2367498997403803,203,-0.7740195989608765,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12263727125321201,0.0758875739644977,0.04237007613373012
215,0.22593303373573992,0.24717690018363347,0.2376680667834603,203,-0.773975670337677,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.116944265118527,0.08132396449704188,0.045249917245944724
216,0.23629127811796202,0.2332777508073538,0.23129366570276721,203,-0.7739808559417725,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.14853468768508077,0.0326183431952666,0.025256537570340836
217,0.23285357928954986,0.2426177259007536,0.23741477932330035,203,-0.7739974856376648,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.13805044396203492,0.06534763313609512,0.04445547831843739
218,0.2502864763274907,0.2505962808957932,0.2510923021719398,203,-0.773963987827301,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.19121703896272482,0.09330621301775137,0.08735518040383894
219,0.23958478490029333,0.23706650906558024,0.23320387529814046,203,-0.773965060710907,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.1585791766100792,0.045894970414201076,0.031247931148626062
220,0.2297043652619919,0.2475568313738734,0.23649661228022034,203,-0.7740007042884827,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12844601697498476,0.08265532544378726,0.04157563720622279
221,0.23184271673593781,0.24378918040399344,0.23765751313928696,203,-0.7739840149879456,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.13496753009681295,0.06945266272189354,0.04521681562396519
222,0.23634464232414687,0.24624817949638012,0.2437364121831268,203,-0.7739741802215576,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.14869743706239816,0.07806952662721922,0.06428334988414397
223,0.23017660542387375,0.24785233341072677,0.23682377524959364,203,-0.7739853262901306,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12988624812963387,0.08369082840236725,0.04260178748758648
224,0.22719464383287702,0.24814783544758,0.2368132216054204,203,-0.7739653587341309,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12079190518301466,0.08472633136094684,0.042568685865607296
225,0.22479864151954132,0.24707136374190009,0.23698207991219356,225,-0.7743224501609802,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11348461229092734,0.08095414201183458,0.04309831181727839
226,0.22781365646357132,0.24736686577875333,0.23743588661164694,225,-0.7743560671806335,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12267976087130382,0.08198964497041418,0.0445216815623961
227,0.22762226434336907,0.24625873314055335,0.23845959009646034,225,-0.7742123007774353,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12209605597595738,0.0781065088757396,0.04773253889440566
228,0.23969021550064107,0.23824851721299367,0.24291322793760683,225,-0.7742354869842529,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.15890071731654742,0.050036982248521045,0.06170142336974479
229,0.2276827085606722,0.24734575849040674,0.23722481372818038,225,-0.7742772698402405,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12228039786786979,0.08191568047337303,0.04385964912280689
230,0.5,0.5,0.5,225,-0.7741904854774475,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.9527896995708156,0.9672707100591715,0.8680569347898045
231,0.22912550879741733,0.24627984042890017,0.23753086940920698,225,-0.7742263078689575,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12668062897615778,0.07818047337278153,0.04481959616021153
232,0.22744243092086736,0.24599489203622005,0.23780526415771375,225,-0.7742093205451965,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12154760262819034,0.07718195266272192,0.045680238331678266
233,0.237237255770969,0.233541591911687,0.23392152310192704,225,-0.7741743922233582,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.15141971652725567,0.033542899408283894,0.03349884144323029
234,0.2368575839992204,0.23988433205986037,0.237689174071807,225,-0.7741702795028687,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.15026179909805162,0.05576923076923137,0.045316120489903786
235,0.22950087479750902,0.24478122295628668,0.23658104143360692,171,-0.7738980054855347,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12782541472579365,0.07292899408284004,0.04184045018205833
236,0.22809722934044774,0.24520336872322002,0.23829073178968696,171,-0.7738828063011169,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.1235445972932282,0.07440828402366849,0.04720291294273387
237,0.22646773988943614,0.24726132933702005,0.23747810118834034,203,-0.7738729119300842,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11857500414349066,0.08161982248520726,0.04465408805031422
238,0.22609164232619894,0.24682862992591337,0.23693986533550038,203,-0.7738888263702393,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.11742798728324881,0.08010355029585804,0.04296590532936097
239,0.2301762975973034,0.24832724739852674,0.23749920847668704,171,-0.7739019393920898,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12988530932465153,0.08535502958579914,0.04472029129427328
240,0.23393883706466012,0.2409396964771936,0.237815817801887,203,-0.7738983631134033,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.14136024728818664,0.0594674556213021,0.04571333995365745
241,0.2380175448223989,0.24701859552103334,0.2401059585875004,171,-0.7739102840423584,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.15379943069011442,0.08076923076923073,0.05289639192320437
242,0.22942240372419986,0.24517170779070008,0.2380585516178736,203,-0.7738950252532959,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12758609479148683,0.07429733727810657,0.04647467725918525
243,0.2298485630085646,0.2465542351774067,0.23588450091816715,203,-0.7739037871360779,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12888578915830906,0.0791420118343196,0.03965574313141351
244,0.5,0.5,0.5,203,-0.7738201022148132,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.9527896995708156,0.9672707100591715,0.8680569347898045
245,0.2324526142798542,0.24326149819532683,0.23881841399835357,171,-0.77382892370224,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.13682758672645665,0.06760355029585817,0.0488579940417076
246,0.22650628091614355,0.24646980602402002,0.23759419127424697,171,-0.7738336324691772,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.1186925460043417,0.07884615384615383,0.04501820589208836
247,0.2421409425375961,0.2453511197416468,0.23915613061190033,203,-0.7738342881202698,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.16637490887217082,0.07492603550295887,0.049917245945051175
248,0.22759016487267114,0.2473774194229268,0.23729868923739383,203,-0.773814857006073,363700,0,0,hebo,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,0.12199815947862712,0.08202662721893533,0.0440913604766636
