iteration,avg_val_score,retrained_test_score,cv_ensembled_test_score,post_hoc_surrogate_incumbent_iteration,post_hoc_surrogate_incumbent_mean,dataset_id,repetition,outer_fold,optimizer,metric,problem_type,model,mitigation,reshuffling,inner_split,selection_set_size,random_state,outer_n_folds,outer_n_repeats,experiment_source,raw_experiment_id,experiment_id,normalized_avg_val_score,normalized_retrained_test_score,normalized_cv_ensembled_test_score
158,0.21599169262720652,0.28962488129154795,0.30314577397910725,153,-0.8046185970306396,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.08833333333333304,0.14403216117554601,0.1744000796574729
159,0.20197300103842153,0.2861942070275404,0.3037511870845204,153,-0.8048035502433777,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04333333333333322,0.13067787995009447,0.17693916160509843
160,0.19742990654205617,0.2899335232668566,0.2983024691358025,153,-0.8043839931488037,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.0287500000000004,0.14523358439998119,0.1540874240764716
161,0.20145379023883692,0.2904202279202279,0.30236229819563154,153,-0.8039857745170593,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04166666666666661,0.1471281364077442,0.17111420890172296
162,0.19016095534787136,0.2859686609686609,0.29782763532763534,162,-0.8067664504051208,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.005416666666667186,0.12979991682454542,0.15209598725480472
163,0.22819314641744548,0.31476733143399815,0.30968660968660966,162,-0.8069567084312439,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.12750000000000009,0.24190194538145166,0.20183212187593366
164,0.19794911734164078,0.2902421652421653,0.29744776828110153,162,-0.806496262550354,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.030416666666667008,0.14643500762441639,0.15050283779747084
165,0.20443925233644866,0.28468660968660964,0.3032644824311491,162,-0.8064609169960022,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.05125000000000031,0.12480938958458423,0.17489793886288998
166,0.20560747663551393,0.2909425451092119,0.3072056030389364,162,-0.8064835667610168,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.05499999999999982,0.14916131417217335,0.19142686448272472
167,0.21079958463136028,0.28696581196581183,0.3124169040835707,162,-0.8063876628875732,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.0716666666666666,0.13368143801118157,0.21328288360051786
168,0.19717030114226375,0.2916429249762583,0.30008309591642934,162,-0.8065005540847778,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.027916666666666742,0.15188762071992942,0.1615553121577225
169,0.21819833852544135,0.2942545109211776,0.29736467236467234,162,-0.8064806461334229,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.09541666666666683,0.1620535095420726,0.15015433635367942
170,0.2023624091381101,0.29608262108262107,0.3009852801519469,162,-0.806160569190979,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04458333333333352,0.16916963171757265,0.16533904211888953
171,0.19885773624091396,0.28652659069325737,0.3077279202279203,162,-0.8060615062713623,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.03333333333333393,0.13197172034563986,0.19361744498655833
172,0.20301142263759075,0.29812440645773985,0.30445156695156694,162,-0.8061717748641968,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.046666666666666426,0.1771175084330667,0.17987653091705694
173,0.20132398753894087,0.2937678062678064,0.3081315289648623,162,-0.8061392903327942,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.041250000000000314,0.16015895753431003,0.19531016628497488
174,0.5,0.5,0.5,162,-0.8061559200286865,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,1.0,0.962940714384732,1.0
175,0.19963655244029077,0.30211301044634375,0.3140432098765432,162,-0.806181013584137,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.03583333333333348,0.19264359317961227,0.220103554714727
176,0.20366043613707174,0.2915954415954416,0.3072293447293447,162,-0.8061692118644714,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.048750000000000404,0.1517027863777086,0.19152643632380786
177,0.19652128764278287,0.2946581196581196,0.3144468186134852,162,-0.8063103556632996,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.025833333333333125,0.163624601450949,0.22179627601314353
178,0.20067497403946,0.29649810066476734,0.30156695156695146,162,-0.8063491582870483,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.0391666666666667,0.1707869322120046,0.1677785522254305
179,0.19742990654205606,0.295014245014245,0.2952635327635328,162,-0.8062404990196228,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.028750000000000043,0.16501085901760504,0.14134222841780386
180,0.20054517133956384,0.29061016144349483,0.30388176638176634,162,-0.8053726553916931,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.03875000000000004,0.1478674737766275,0.17748680673105657
181,0.19210799584631366,0.28498338081671415,0.29611823361823364,162,-0.8058311343193054,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.011666666666666964,0.12596460422346434,0.14492681469680416
182,0.20366043613707163,0.3002492877492877,0.30988841405508083,162,-0.8058861494064331,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04875000000000004,0.18538884524744645,0.20267848252514264
183,0.5,0.5,0.5,162,-0.8061894178390503,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,1.0,0.962940714384732,1.0
184,0.1931464174454829,0.29829059829059834,0.30072412155745487,184,-0.8065838813781738,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.015000000000000178,0.1777644286308394,0.16424375186697227
185,0.19652128764278298,0.2932573599240266,0.3021011396011396,184,-0.8065477609634399,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.025833333333333482,0.15817198835543597,0.17001891864980614
186,0.2054776739356179,0.29570275403608737,0.3058404558404558,184,-0.8065975904464722,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.054583333333333525,0.16769095697980643,0.1857014836204324
187,0.20392004153686383,0.29924026590693253,0.3009021842355175,184,-0.8064584732055664,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04958333333333299,0.18146111547525476,0.16499054067509716
188,0.1989875389408099,0.2937915479582147,0.2966405508072175,184,-0.8064733147621155,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.03374999999999986,0.16025137470542022,0.14711739520063777
189,0.19301661474558673,0.2955246913580247,0.30308641975308637,189,-0.8068804740905762,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.014583333333333526,0.16699782819647865,0.17415115005476461
190,0.19626168224299068,0.2938271604938272,0.30409544159544166,189,-0.8069607019424438,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.02500000000000018,0.16039000046208554,0.1783829533008071
191,0.20560747663551393,0.29063390313390314,0.30705128205128207,189,-0.8065158724784851,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.05499999999999982,0.1479598909477377,0.19077964751568297
192,0.19742990654205606,0.2947768281101615,0.29996438746438747,189,-0.8064941763877869,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.028750000000000043,0.1640866873065013,0.16105745295230545
193,0.1888629283489096,0.29097815764482426,0.29787511870845207,193,-0.80985027551651,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.0012499999999999554,0.1492999399288382,0.15229513093697147
194,0.19626168224299068,0.29051519468186127,0.3056267806267806,193,-0.8097367286682129,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.02500000000000018,0.1474978050921854,0.18480533705068233
195,0.2026220145379023,0.2940883190883191,0.3085351377018043,193,-0.808090329170227,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04541666666666647,0.16140658934429988,0.1970028875833914
196,0.19522326064382145,0.29529914529914525,0.3038936372269705,193,-0.807856559753418,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.021666666666666962,0.1661198650709296,0.17753659265159816
197,0.2009345794392523,0.29264007597340935,0.3028371320037987,193,-0.8076287508010864,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04,0.15576914190656602,0.17310564572338982
198,0.2018431983385255,0.29285375118708457,0.30124643874643875,193,-0.8076763153076172,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04291666666666692,0.15660089644655956,0.16643433237080588
199,0.19587227414330222,0.306386514719848,0.3006528964862297,193,-0.8076932430267334,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.023750000000000222,0.20927868397948282,0.16394503634372193
200,0.1934060228452752,0.29943019943019933,0.305448717948718,193,-0.807640552520752,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.01583333333333348,0.18220045284413763,0.1840585482425574
201,0.20469885773624086,0.2974833808167141,0.3088556505223172,193,-0.8077375888824463,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.05208333333333326,0.1746222448130857,0.19834710743801698
202,0.19989615784008308,0.297210351377018,0.3054605887939221,193,-0.8077800869941711,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.036666666666666785,0.17355944734531623,0.184108334163099
203,0.1975597092419522,0.29361348528015185,0.30483143399810053,193,-0.8076691627502441,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.029166666666666695,0.15955824592209156,0.18146968037438987
204,0.19496365524402903,0.29095441595441585,0.30236229819563143,193,-0.8077249526977539,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.020833333333333304,0.14920752275772758,0.1711142089017225
205,0.19820872274143309,0.3033713200379867,0.3031813865147198,193,-0.8071007132530212,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.03125000000000031,0.19754170324846324,0.17454943741909806
206,0.21041017653167182,0.2886039886039885,0.30510446343779674,193,-0.8071353435516357,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.07041666666666666,0.14005822281779876,0.18261475654684872
207,0.20197300103842153,0.3050569800569801,0.3019705603038936,193,-0.8071473240852356,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04333333333333322,0.20410332239730125,0.16947127352384753
208,0.2023624091381101,0.2990265906932573,0.3038698955365621,193,-0.8072214722633362,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04458333333333352,0.18062936093526122,0.17743702081051455
209,0.20586708203530635,0.2906457739791073,0.2972222222222223,193,-0.8070630431175232,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.055833333333333485,0.1480060995332928,0.1495569053071797
210,0.20028556593977154,0.300735992402659,0.3047364672364673,193,-0.8070557117462158,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.037916666666666744,0.18728339725520946,0.18107139301005734
211,0.19691069574247133,0.2967236467236467,0.31140788224121563,193,-0.8070998787879944,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.02708333333333308,0.17166489533755325,0.20905108035447628
212,0.19691069574247144,0.2897792022792023,0.3054724596391263,193,-0.8070169687271118,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.02708333333333344,0.1446328727877636,0.18415812008364055
213,0.2127466251298028,0.3050094966761634,0.31362773029439694,193,-0.8070551753044128,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.07791666666666709,0.20391848805508042,0.21836104749576843
214,0.2043094496365525,0.2876543209876543,0.2975071225071225,193,-0.8071427941322327,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.05083333333333366,0.13636153597338344,0.15075176740017962
215,0.19859813084112155,0.2891975308641975,0.3114672364672364,193,-0.8071457743644714,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.032500000000000265,0.14236865209555896,0.20930000995718412
216,0.19301661474558662,0.2929724596391263,0.3082858499525164,193,-0.8071021437644958,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.01458333333333317,0.1570629823021114,0.19595738325201573
217,0.20443925233644855,0.29150047483380814,0.29829059829059823,193,-0.8070920705795288,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.051249999999999955,0.15133311769326693,0.15403763815592958
218,0.20106438213914857,0.2895892687559354,0.30439221272554595,193,-0.8072336316108704,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.04041666666666701,0.14389353541888028,0.17962760131434816
219,0.20807372793354106,0.2874406457739791,0.29983380816714156,193,-0.8071195483207703,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.06291666666666691,0.1355297814333899,0.16050980782634727
220,0.19820872274143297,0.2999525166191833,0.30358499525166194,193,-0.8072024583816528,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.031249999999999955,0.1842336306085668,0.17624215871751508
221,0.22079439252336452,0.31783000949667617,0.31379392212725543,193,-0.807176411151886,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.10375000000000022,0.25382376045469207,0.21905805038335177
222,0.19833852544132913,0.2950854700854699,0.30477207977207976,193,-0.8072656989097595,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.03166666666666661,0.16528811053093562,0.18122075077168204
223,0.19600207684319826,0.29489553656220324,0.30293209876543203,193,-0.8070186376571655,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.024166666666666517,0.16454877316205316,0.17350393308772283
224,0.19600207684319837,0.2938509021842355,0.31090930674264006,193,-0.8069759011268616,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.024166666666666874,0.16048241763319573,0.2069600716917258
225,0.19574247144340595,0.292758784425451,0.3063390313390314,193,-0.8069185614585876,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.023333333333333213,0.15623122776211745,0.18779249228318287
226,0.2040498442367602,0.30280151946818623,0.30449905033238367,193,-0.8069858551025391,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.05000000000000036,0.1953236911418141,0.18007567459922366
227,0.19794911734164078,0.295014245014245,0.3079059829059829,193,-0.8069285750389099,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.030416666666667008,0.16501085901760504,0.19436423379468323
228,0.1987279335410177,0.2955128205128206,0.302860873694207,193,-0.8068096041679382,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.03291666666666692,0.16695161961092356,0.17320521756447296
229,0.2040498442367602,0.3003086419753087,0.3055555555555556,193,-0.806775689125061,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.05000000000000036,0.18561988817522282,0.18450662152743247
230,0.19885773624091374,0.2972222222222223,0.29725783475783474,193,-0.8067750334739685,363700,2,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_holdout,0.033333333333333215,0.17360565593087177,0.14970626306880438
