iteration,experiment_id,experiment_source,raw_experiment_id,dataset_id,model,optimizer,metric,problem_type,mitigation,reshuffling,inner_split,selection_set_size,repetition,outer_fold,random_state,outer_n_folds,outer_n_repeats,val_performance,retrain_test_loss,ensembled_test_loss,retrain_meta_overfitting,ensemble_meta_overfitting,retrain_regret,ensemble_regret,retrain_overtuning,ensemble_overtuning,relative_retrain_overtuning,relative_ensemble_overtuning
0,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_mlplan,363700,LGBM,smac,roc_auc,binary,mlplan,,,,1,0,78,3,3,0.2470344659602972,0.22047092125579026,0.22679704923657573,,,,,,,,
0,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_mlplan,363700,LGBM,hebo,roc_auc,binary,mlplan,,,,0,0,78,3,3,0.236970949161032,0.23422757878295375,0.23153639951875382,,,,,,,,
0,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_mlplan,363700,LGBM,hebo,roc_auc,binary,mlplan,,,,2,0,78,3,3,0.22289270895080027,0.2701685660018994,0.27819325735992406,,,,,,,,
0,LGBM_363700_20260405_160514::363700_rep0_fold0_smac_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep0_fold0_smac_roc_auc_mlplan,363700,LGBM,smac,roc_auc,binary,mlplan,,,,0,0,78,3,3,0.24621525169045821,0.22622791649956742,0.22495092555459395,,,,,,,,
0,LGBM_363700_20260405_160514::363700_rep2_fold0_smac_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep2_fold0_smac_roc_auc_mlplan,363700,LGBM,smac,roc_auc,binary,mlplan,,,,2,0,78,3,3,0.21672199170124484,0.2891500474833808,0.2850783475783476,,,,,,,,
0,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_mlplan,363700,LGBM,hebo,roc_auc,binary,mlplan,,,,1,0,78,3,3,0.2420624771647789,0.2199669754674901,0.2197096414479328,,,,,,,,
