iteration,experiment_id,experiment_source,raw_experiment_id,dataset_id,model,optimizer,metric,problem_type,mitigation,reshuffling,inner_split,selection_set_size,repetition,outer_fold,random_state,outer_n_folds,outer_n_repeats,val_performance,normalized_val_loss,retrain_test_loss,normalized_retrain_test_loss,ensembled_test_loss,normalized_ensembled_test_loss,retrain_meta_overfitting,ensemble_meta_overfitting,retrain_regret,ensemble_regret,retrain_overtuning,ensemble_overtuning,relative_retrain_overtuning,relative_ensemble_overtuning,normalized_retrain_overtuning,normalized_ensemble_overtuning
37,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2299964356723414,0.12933676905049704,0.23447031259894047,0.03679733727810695,0.23401650589948697,0.033796756041045366,0.004473876926599063,0.004020070227145567,0.00761973109314662,0.008347932541106329,0.0037782046140532044,0.0015513856934799009,inf,inf,0.013239644970414098,0.0048659384309829405
38,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2299964356723414,0.12933676905049704,0.23447031259894047,0.03679733727810695,0.23401650589948697,0.033796756041045366,0.004473876926599063,0.004020070227145567,0.00761973109314662,0.008347932541106329,0.0037782046140532044,0.0015513856934799009,inf,inf,0.013239644970414098,0.0048659384309829405
39,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2299964356723414,0.12933676905049704,0.23447031259894047,0.03679733727810695,0.23401650589948697,0.033796756041045366,0.004473876926599063,0.004020070227145567,0.00761973109314662,0.008347932541106329,0.0037782046140532044,0.0015513856934799009,inf,inf,0.013239644970414098,0.0048659384309829405
40,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2314137376081753,0.13365923581274408,0.24311374717690015,0.06708579881656818,0.2385123583173271,0.047898047004303314,0.011700009568724856,0.007098620709151793,0.016263165671106306,0.012843784958946447,0.01242163919201289,0.006047238111320019,inf,inf,0.04352810650887533,0.01896722939424089
41,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2314137376081753,0.13365923581274408,0.24311374717690015,0.06708579881656818,0.2385123583173271,0.047898047004303314,0.011700009568724856,0.007098620709151793,0.016263165671106306,0.012843784958946447,0.01242163919201289,0.006047238111320019,inf,inf,0.04352810650887533,0.01896722939424089
42,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2299964356723414,0.12933676905049704,0.23447031259894047,0.03679733727810695,0.23401650589948697,0.033796756041045366,0.004473876926599063,0.004020070227145567,0.00761973109314662,0.008347932541106329,0.0037782046140532044,0.0015513856934799009,inf,inf,0.013239644970414098,0.0048659384309829405
43,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2314137376081753,0.13365923581274408,0.24311374717690015,0.06708579881656818,0.2385123583173271,0.047898047004303314,0.011700009568724856,0.007098620709151793,0.016263165671106306,0.012843784958946447,0.01242163919201289,0.006047238111320019,inf,inf,0.04352810650887533,0.01896722939424089
44,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2314137376081753,0.13365923581274408,0.24311374717690015,0.06708579881656818,0.2385123583173271,0.047898047004303314,0.011700009568724856,0.007098620709151793,0.016263165671106306,0.012843784958946447,0.01242163919201289,0.006047238111320019,inf,inf,0.04352810650887533,0.01896722939424089
45,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2314137376081753,0.13365923581274408,0.24311374717690015,0.06708579881656818,0.2385123583173271,0.047898047004303314,0.011700009568724856,0.007098620709151793,0.016263165671106306,0.012843784958946447,0.01242163919201289,0.006047238111320019,inf,inf,0.04352810650887533,0.01896722939424089
46,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2314137376081753,0.13365923581274408,0.24311374717690015,0.06708579881656818,0.2385123583173271,0.047898047004303314,0.011700009568724856,0.007098620709151793,0.016263165671106306,0.012843784958946447,0.01242163919201289,0.006047238111320019,inf,inf,0.04352810650887533,0.01896722939424089
