iteration,avg_val_score,retrained_test_score,cv_ensembled_test_score,dataset_id,repetition,outer_fold,optimizer,metric,problem_type,model,mitigation,reshuffling,inner_split,selection_set_size,random_state,outer_n_folds,outer_n_repeats,experiment_source,raw_experiment_id,experiment_id,normalized_avg_val_score,normalized_retrained_test_score,normalized_cv_ensembled_test_score
187,0.2229896850044366,0.21493823983530613,0.21736146851947158,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7901374532233756,0.2118526723899168,0.2010571254319955
188,0.2229896850044366,0.21493823983530613,0.21736146851947158,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7901374532233756,0.2118526723899168,0.2010571254319955
189,0.2229896850044366,0.21493823983530613,0.21736146851947158,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7901374532233756,0.2118526723899168,0.2010571254319955
190,0.2229896850044366,0.21493823983530613,0.21736146851947158,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7901374532233756,0.2118526723899168,0.2010571254319955
191,0.2229896850044366,0.21493823983530613,0.21736146851947158,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7901374532233756,0.2118526723899168,0.2010571254319955
192,0.2229896850044366,0.21493823983530613,0.21736146851947158,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7901374532233756,0.2118526723899168,0.2010571254319955
193,0.22254602928127765,0.21414479327500424,0.21740435752273113,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7861362607204836,0.19135973414566435,0.20187029884122473
194,0.22254602928127765,0.21414479327500424,0.21740435752273113,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7861362607204836,0.19135973414566435,0.20187029884122473
195,0.22254602928127765,0.21414479327500424,0.21740435752273113,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7861362607204836,0.19135973414566435,0.20187029884122473
196,0.22254602928127765,0.21414479327500424,0.21740435752273113,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7861362607204836,0.19135973414566435,0.20187029884122473
197,0.22254602928127765,0.21414479327500424,0.21740435752273113,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7861362607204836,0.19135973414566435,0.20187029884122473
198,0.22254602928127765,0.21414479327500424,0.21740435752273113,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7861362607204836,0.19135973414566435,0.20187029884122473
199,0.22254602928127765,0.21414479327500424,0.21740435752273113,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7861362607204836,0.19135973414566435,0.20187029884122473
200,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
201,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
202,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
203,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
204,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
205,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
206,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
207,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
208,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
209,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
210,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
211,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
212,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
213,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
214,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
215,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
216,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
217,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
218,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
219,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
220,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
221,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
222,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
223,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
224,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
225,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
226,0.22344443212067433,0.21369445874077886,0.22036369874764106,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.794238675538838,0.179728607034062,0.25797926407806143
227,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
228,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
229,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
230,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
231,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
232,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
233,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
234,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
235,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
236,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
237,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
238,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
239,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
240,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
241,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
242,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
243,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
244,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
245,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
246,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
247,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
248,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
249,0.22325587843833195,0.21283667867558742,0.2187339166237776,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.7925381687251105,0.15757407920243244,0.22707867452733968
0,0.23677174218969887,0.24545376565448618,0.2594999142219936,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.914433525618101,1.0,1.0
1,0.16450886574725587,0.2244595985589295,0.23483873734774408,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.26271719611790034,0.45776793132096366,0.5324252896930255
2,0.16450886574725587,0.2244595985589295,0.23483873734774408,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.26271719611790034,0.45776793132096366,0.5324252896930255
3,0.1633830565719111,0.22355892949047862,0.2392991936867388,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.25256387452880286,0.43450567709775606,0.6169953242528963
4,0.1633830565719111,0.22355892949047862,0.2392991936867388,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.25256387452880286,0.43450567709775606,0.6169953242528963
5,0.160427807486631,0.22203636987476416,0.22615371418768226,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.22591140535742113,0.3951813901966225,0.36775767432404705
6,0.160427807486631,0.22203636987476416,0.22615371418768226,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.22591140535742113,0.3951813901966225,0.36775767432404705
7,0.15057697720236418,0.21828358208955223,0.2188411391319266,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.1370698414528174,0.29825533093325896,0.2291116080504149
8,0.15057697720236418,0.21828358208955223,0.2188411391319266,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.1370698414528174,0.29825533093325896,0.2291116080504149
9,0.1504362510554461,0.21854091610910964,0.22113570080631328,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.13580067625418046,0.30490168928274725,0.2726163854441941
10,0.14621446664790316,0.217618802539029,0.22276548293017662,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.0977257202950643,0.28108557186374916,0.30351697499491376
11,0.14621446664790316,0.217618802539029,0.22276548293017662,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.0977257202950643,0.28108557186374916,0.30351697499491376
12,0.14621446664790316,0.217618802539029,0.22276548293017662,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.0977257202950643,0.28108557186374916,0.30351697499491376
13,0.14621446664790316,0.217618802539029,0.22276548293017662,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.0977257202950643,0.28108557186374916,0.30351697499491376
14,0.14621446664790316,0.217618802539029,0.22276548293017662,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.0977257202950643,0.28108557186374916,0.30351697499491376
15,0.14621446664790316,0.217618802539029,0.22276548293017662,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.0977257202950643,0.28108557186374916,0.30351697499491376
16,0.14621446664790316,0.217618802539029,0.22276548293017662,363700,1,0,hebo,roc_auc,binary,LGBM,,False,holdout,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_holdout,0.0977257202950643,0.28108557186374916,0.30351697499491376
