iteration,experiment_id,experiment_source,raw_experiment_id,dataset_id,model,optimizer,metric,problem_type,mitigation,reshuffling,inner_split,selection_set_size,repetition,outer_fold,random_state,outer_n_folds,outer_n_repeats,val_performance,retrain_test_loss,ensembled_test_loss,retrain_meta_overfitting,ensemble_meta_overfitting,retrain_regret,ensemble_regret,retrain_overtuning,ensemble_overtuning,relative_retrain_overtuning,relative_ensemble_overtuning,val_loss,normalized_val_loss,normalized_retrain_test_loss,normalized_ensembled_test_loss,normalized_retrain_overtuning,normalized_ensemble_overtuning
0,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_mlplan,363700,LGBM,smac,roc_auc,binary,mlplan,,,,1,0,78,3,3,0.2470344659602972,0.2204709212557902,0.2267970492365757,,,,,,,,,0.2470344659602972,0.31915619776121523,0.06137408373711044,0.0700473559589579,,
0,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_mlplan,363700,LGBM,hebo,roc_auc,binary,mlplan,,,,0,0,78,3,3,0.236970949161032,0.2342275787829537,0.2315363995187538,,,,,,,,,0.236970949161032,0.27741837818929627,0.05120890294881925,0.032409381663113024,,
0,LGBM_363700_20260405_160514::363700_rep2_fold0_hebo_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep2_fold0_hebo_roc_auc_mlplan,363700,LGBM,hebo,roc_auc,binary,mlplan,,,,2,0,78,3,3,0.2228927089508002,0.2701685660018994,0.278193257359924,,,,,,,,,0.2228927089508002,0.2911105299699476,0.052682231331313646,0.08641818796484084,,
0,LGBM_363700_20260405_160514::363700_rep0_fold0_smac_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep0_fold0_smac_roc_auc_mlplan,363700,LGBM,smac,roc_auc,binary,mlplan,,,,0,0,78,3,3,0.2462152516904582,0.2262279164995674,0.2249509255545939,,,,,,,,,0.2462152516904582,0.30050419892487157,0.029798892780477093,0.014669509594882547,,
0,LGBM_363700_20260405_160514::363700_rep2_fold0_smac_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep2_fold0_smac_roc_auc_mlplan,363700,LGBM,smac,roc_auc,binary,mlplan,,,,2,0,78,3,3,0.2167219917012448,0.2891500474833808,0.2850783475783476,,,,,,,,,0.2167219917012448,0.2760050010846186,0.10967741935483855,0.11092799188640963,,
0,LGBM_363700_20260405_160514::363700_rep1_fold0_hebo_roc_auc_mlplan,LGBM_363700_20260405_160514,363700_rep1_fold0_hebo_roc_auc_mlplan,363700,LGBM,hebo,roc_auc,binary,mlplan,,,,1,0,78,3,3,0.2420624771647789,0.2199669754674901,0.2197096414479328,,,,,,,,,0.2420624771647789,0.30783398901872105,0.059914275065225106,0.053744080505130194,,
