iteration,experiment_id,experiment_source,raw_experiment_id,dataset_id,model,optimizer,metric,problem_type,mitigation,reshuffling,inner_split,selection_set_size,repetition,outer_fold,random_state,outer_n_folds,outer_n_repeats,val_performance,normalized_val_loss,retrain_test_loss,normalized_retrain_test_loss,ensembled_test_loss,normalized_ensembled_test_loss,retrain_meta_overfitting,ensemble_meta_overfitting,retrain_regret,ensemble_regret,retrain_overtuning,ensemble_overtuning,relative_retrain_overtuning,relative_ensemble_overtuning,normalized_retrain_overtuning,normalized_ensemble_overtuning,val_loss
221,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
222,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
223,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
224,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
225,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
226,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
227,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
228,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
229,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
230,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
231,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
232,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
233,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
234,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2247986415195413,0.2470204426765593,0.2470713637419,0.0855835498813692,0.2369820799121935,0.047078891257995345,0.0222727222223587,0.0121834383926522,0.0202207822361062,0.0113135065538129,0.0163792557570128,0.0045169597061864,inf,inf,0.04383685459270111,0.012167732764747294,0.2247986415195413
235,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2254879716197583,0.24874190852761618,0.2475251704413534,0.08679810190938879,0.2374886548325137,0.04844349680170591,0.0220371988215951,0.0120006832127553,0.0206745889355596,0.011820081474133,0.0168330624564662,0.0050235346265066,inf,inf,0.04505140662072076,0.013532338308457887,0.2254879716197583
236,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2254879716197583,0.24874190852761618,0.2475251704413534,0.08679810190938879,0.2374886548325137,0.04844349680170591,0.0220371988215951,0.0120006832127553,0.0206745889355596,0.011820081474133,0.0168330624564662,0.0050235346265066,inf,inf,0.04505140662072076,0.013532338308457887,0.2254879716197583
237,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
238,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
239,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2254879716197583,0.24874190852761618,0.2475251704413534,0.08679810190938879,0.2374886548325137,0.04844349680170591,0.0220371988215951,0.0120006832127553,0.0206745889355596,0.011820081474133,0.0168330624564662,0.0050235346265066,inf,inf,0.04505140662072076,0.013532338308457887,0.2254879716197583
240,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
241,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2254879716197583,0.24874190852761618,0.2475251704413534,0.08679810190938879,0.2374886548325137,0.04844349680170591,0.0220371988215951,0.0120006832127553,0.0206745889355596,0.011820081474133,0.0168330624564662,0.0050235346265066,inf,inf,0.04505140662072076,0.013532338308457887,0.2254879716197583
242,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
243,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
244,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
245,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2254879716197583,0.24874190852761618,0.2475251704413534,0.08679810190938879,0.2374886548325137,0.04844349680170591,0.0220371988215951,0.0120006832127553,0.0206745889355596,0.011820081474133,0.0168330624564662,0.0050235346265066,inf,inf,0.04505140662072076,0.013532338308457887,0.2254879716197583
246,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2254879716197583,0.24874190852761618,0.2475251704413534,0.08679810190938879,0.2374886548325137,0.04844349680170591,0.0220371988215951,0.0120006832127553,0.0206745889355596,0.011820081474133,0.0168330624564662,0.0050235346265066,inf,inf,0.04505140662072076,0.013532338308457887,0.2254879716197583
247,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
248,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
249,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_cv,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_cv,363700,LGBM,hebo,roc_auc,binary,,False,cv,0.0,0,0,78,3,3,0.2253196303892166,0.24832150953501275,0.2472507756928468,0.08606372161337728,0.2367921143170737,0.04656716417910461,0.0219311453036301,0.011472483927857,0.0204001941870529,0.011123540958693,0.0165586677079595,0.0043269941110666,inf,inf,0.0443170263247089,0.01165600568585656,0.2253196303892166
0,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
1,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
2,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
3,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
4,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
5,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
6,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
7,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
8,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
9,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
10,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
11,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0045591742828798,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
12,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0045591742828798,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
13,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0045591742828798,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
14,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0045591742828798,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
15,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0045591742828798,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
16,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0045591742828798,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
17,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2086968758795383,0.20680946149024482,0.2395571690904869,0.06547282792904753,0.2456888363551934,0.07053304904051168,0.0308602932109486,0.0369919604756551,0.0056250923443865,0.0045591742828798,0.0,0.0,0.0,0.0,0.0,0.0,0.2086968758795383
18,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2029271038558964,0.19240059481815822,0.2361905565991936,0.05646254660490322,0.2522637566751798,0.0882444918265811,0.0332634527432972,0.0493366528192834,0.0022584798530932,0.0111340946028662,0.0,0.0065749203199864,0.0,inf,0.0,0.0177114427860694,0.2029271038558964
19,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2029271038558964,0.19240059481815822,0.2361905565991936,0.05646254660490322,0.2522637566751798,0.0882444918265811,0.0332634527432972,0.0493366528192834,0.0022584798530932,0.0111340946028662,0.0,0.0065749203199864,0.0,inf,0.0,0.0177114427860694,0.2029271038558964
20,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2029271038558964,0.19240059481815822,0.2361905565991936,0.05646254660490322,0.2522637566751798,0.0882444918265811,0.0332634527432972,0.0493366528192834,0.0022584798530932,0.0111340946028662,0.0,0.0065749203199864,0.0,inf,0.0,0.0177114427860694,0.2029271038558964
21,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2029271038558964,0.19240059481815822,0.2361905565991936,0.05646254660490322,0.2522637566751798,0.0882444918265811,0.0332634527432972,0.0493366528192834,0.0022584798530932,0.0111340946028662,0.0,0.0065749203199864,0.0,inf,0.0,0.0177114427860694,0.2029271038558964
22,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2029271038558964,0.19240059481815822,0.2361905565991936,0.05646254660490322,0.2522637566751798,0.0882444918265811,0.0332634527432972,0.0493366528192834,0.0022584798530932,0.0111340946028662,0.0,0.0065749203199864,0.0,inf,0.0,0.0177114427860694,0.2029271038558964
23,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2029271038558964,0.19240059481815822,0.2361905565991936,0.05646254660490322,0.2522637566751798,0.0882444918265811,0.0332634527432972,0.0493366528192834,0.0022584798530932,0.0111340946028662,0.0,0.0065749203199864,0.0,inf,0.0,0.0177114427860694,0.2029271038558964
24,LGBM_363700_20260405_160514::363700_rep0_fold0_hebo_roc_auc_holdout,LGBM_363700_20260405_160514,363700_rep0_fold0_hebo_roc_auc_holdout,363700,LGBM,hebo,roc_auc,binary,,False,holdout,0.0,0,0,78,3,3,0.2029271038558964,0.19240059481815822,0.2361905565991936,0.05646254660490322,0.2522637566751798,0.0882444918265811,0.0332634527432972,0.0493366528192834,0.0022584798530932,0.0111340946028662,0.0,0.0065749203199864,0.0,inf,0.0,0.0177114427860694,0.2029271038558964
